Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Clostridiales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0706070591887293,-0.0512740010905056,0.192488119467964,13.4213603810701,0.775473743521027,0.4389105621765,0.876296905129542,-5.19724362074023
Bacillales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.017149196411216,-0.145271908768451,0.110973515946019,9.96975425628732,-0.398865811400763,0.690387333334885,0.964091878456901,-5.37831291210648
Coriobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0937498267206447,-0.27740005549865,0.0899004020573606,9.24151650798735,-0.460688190513785,0.645487238274161,0.941537776129227,-5.35653360172407
Methanobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.235233459361714,0.102710726836716,0.367756191886712,9.10301400318682,1.0078154906085,0.314674162354533,0.876296905129542,-5.02800829492859
Flavobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0312764505859846,-0.106571894871892,0.169124796043862,8.83528070386066,0.522776228506169,0.60166744031804,0.929990669071181,-5.33151542331433
Erysipelotrichales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.211080874116499,0.10062839102714,0.321533357205859,8.77099505147641,0.887185477927849,0.375968851074273,0.876296905129542,-5.12133067819866
Spirochaetales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.156965517180231,0.0550860784448073,0.258844955915654,8.56697981686149,0.703603617103988,0.482439747019514,0.876296905129542,-5.24072473366013
Corynebacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0798746857019452,-0.0192864856537697,0.17903585705766,8.21005638475829,0.857261865052985,0.392253239175182,0.876296905129542,-5.14265753130613
Desulfovibrionales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.129790003581508,-0.52368970942979,0.264109702266773,7.74536785157372,-0.916964629184596,0.360186996321339,0.876296905129542,-5.09938677494135
Eggerthellales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0395950359525123,-0.0810133669178759,0.160203438822901,7.73530979980708,0.525790848363752,0.59957457449812,0.929990669071181,-5.33022050815193
Primates,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.13272654688611,-0.262132219079126,-0.00332087469309289,7.65094080899937,-1.10941508773166,0.268488582494399,0.876296905129542,-4.94029733132874
Cytophagales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0466329223469231,-0.04570188558696,0.138967730280806,7.50083668018215,0.842878615623111,0.400231574153019,0.876296905129542,-5.15265034736102
Bifidobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0364625457340093,-0.139212678174626,0.0662875867066074,7.28586975711176,-0.33911043353973,0.734857006833411,0.971965176381763,-5.39639133623954
Rhodobacterales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0319904718741926,-0.0622894601783167,0.126270403926702,7.26439063035203,0.652492946677491,0.51477915459201,0.876296905129542,-5.26908907185295
Sphingomonadales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0473970310992318,-0.107296435120691,0.202090497319154,7.17799362446764,0.846304195956972,0.398322559959646,0.876296905129542,-5.15028563080554
Campylobacterales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0930935838549996,-0.562047617555714,0.375860449845714,7.16591642289168,-1.25568647820981,0.210590451965507,0.876296905129542,-4.79945378649578
Selenomonadales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.106926514760178,-0.202655473212964,-0.0111975563073924,6.98990615546056,-1.39991461420239,0.162977947307947,0.810710814813889,-4.64382985901987
Xanthomonadales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0195313120527647,-0.108861125512972,0.147923749618501,6.84880574327669,0.353857848361523,0.723791642446577,0.971965176381763,-5.3922013668868
Acidaminococcales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.231618591991286,-0.331423658630704,-0.131813525351868,6.80246906248251,-0.957834461362496,0.339220392329358,0.876296905129542,-5.0681021115905
Rhodospirillales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0267687516385156,-0.0794617178703909,0.132999221147422,6.79572179092007,0.517889839625134,0.605066789664121,0.929990669071181,-5.33359857930953
Myxococcales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0253596658059339,-0.111049885262761,0.161769216874629,6.76660604347023,0.386265597033305,0.69968135942314,0.969558455200637,-5.38236819060649
Fusobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0590992620851152,-0.1133065575341,0.23150508170433,6.70195294504917,0.831443894119741,0.40664392152369,0.876296905129542,-5.16047495651612
Thermoanaerobacterales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0264501816828009,-0.0994630224284503,0.152363385794052,6.61016644115185,0.481422182569449,0.630705331924282,0.935513772414337,-5.3485293025691
Propionibacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.028056283846996,-0.0628410064987727,0.118953574192765,6.43324296801279,0.401166264990839,0.688695511939591,0.964091878456901,-5.37755850237022
Sphingobacteriales,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0362000440849748,-0.100876200060822,0.173276288230772,6.42894309057049,0.674702559696696,0.500588496768932,0.876296905129542,-5.25702500330408
Actinomycetales,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.0644616055557323,-0.20371356618212,0.0747903550706553,6.41726121726293,-0.594039140594089,0.553109479915045,0.894193659195989,-5.29891926547163
