Node.Name,Contrast,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B
Candidatus Cloacimonetes,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0790644606424387,-0.0252636332117609,0.183392554496638,1.0928012350185,1.49379520539218,0.136702047492877,0.512632678098288,-4.87756547112626
Candidatus Bipolaricaulota,TreatmentGroupGrp1...TreatmentGroupGrp2,0.126185449087972,-0.00353726437782492,0.255908162553768,0.997982814664364,1.91741365595067,0.0565230945096996,0.508707850587297,-4.21363598620472
Coprothermobacterota,TreatmentGroupGrp1...TreatmentGroupGrp2,0.0347873959967925,-0.0454954644520021,0.115070256445587,0.952896550459759,0.854102728833037,0.394003102053226,0.717769568529754,-5.57273781270069
Candidatus Micrarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp2,-0.636441138118147,-1.41307267612768,0.140190399891386,0.928026875674781,-1.61533989668947,0.10771614277975,0.512632678098288,-4.70128961510298
Candidatus Gracilibacteria,TreatmentGroupGrp1...TreatmentGroupGrp2,0.036651364183385,-0.029335559076295,0.102638287443065,0.547648965731822,1.0948213319788,0.274825530810221,0.588911851736187,-5.35504611747269
Candidatus Korarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp2,0.00542505743731383,-0.0314264712039431,0.0422765860785708,0.133901592807061,0.290205681292473,0.771945128403269,0.981374909512374,-5.86677294367555
Firmicutes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.117222569487586,0.0227770000374063,0.211668138937766,14.5980469994068,1.14026791799128,0.255443284396831,0.917627156180431,-5.28610539402172
Bacteroidetes,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0324237431691987,-0.141518481558732,0.0766709952203342,12.3000630199214,-0.250608349643731,0.802356239128271,0.984178137900707,-5.85891347613278
Proteobacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0524040520153175,-0.161385174543957,0.0565770705133224,12.1662055105664,-0.548939527574659,0.583616554751951,0.984178137900707,-5.74822015239289
Actinobacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.0767964742697114,-0.204698097257711,0.0511051487182886,11.341568068083,-0.750853104502745,0.453562030554362,0.984178137900707,-5.62658066774241
Euryarchaeota,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0629929007578305,-0.0207465767023197,0.146732378217981,9.4541651350551,0.325021915276722,0.745480519027854,0.984178137900707,-5.83902569168548
Spirochaetes,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.153763527057988,-0.298551818683715,-0.00897523543226061,8.70056809876963,-0.737832197698668,0.461420922612865,0.984178137900707,-5.63555941294545
Chordata,TreatmentGroupGrp1...TreatmentGroupGrp3,-0.217233413994455,-0.628000153028877,0.193533325039967,7.65094080899937,-1.81411541671052,0.0710538621040907,0.79935594867102,-4.37189977326324
Tenericutes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0254888737989374,-0.447288215681908,0.498265963279783,6.72111036989986,0.279955522014091,0.779780778116659,0.984178137900707,-5.85168371074621
Fusobacteria,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0482617474733358,-0.0599045041467187,0.15642799909339,6.70195294504917,0.678156795358109,0.498401461632204,0.984178137900707,-5.67471009354432
Synergistetes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.250658776618358,0.122981637652075,0.37833591558464,6.40572315175574,0.683479523168335,0.495039760148108,0.984178137900707,-5.67135145565357
Planctomycetes,TreatmentGroupGrp1...TreatmentGroupGrp3,0.019171616022577,-0.121100860985442,0.159444093030596,6.25918017438267,0.329477132354795,0.742115817749842,0.984178137900707,-5.83767200271213
Verrucomicrobia,TreatmentGroupGrp1...TreatmentGroupGrp3,0.16618152501995,-0.0219839347069946,0.354346984746895,5.99212903930571,1.05170491897109,0.294115511003185,0.917627156180431,-5.37573564595624
Chloroflexi,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0142172349209213,-0.176218492367505,0.204652962209348,5.98037097304909,0.241738574615167,0.809213135607248,0.984178137900707,-5.86094127906903
Chlorobi,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0340574555416815,-0.0319294677179985,0.100044378801361,5.36837207149932,0.606862576039425,0.54458239390672,0.984178137900707,-5.71717585924453
Thermotogae,TreatmentGroupGrp1...TreatmentGroupGrp3,0.0612588050687677,-0.0534331579050998,0.175950768042635,4.75355169052048,1.08604108640121,0.27867691774337,0.917627156180431,-5.34183519512175
