"group","NPB_F18_1_E6_S66","NPB_F15_2_B2_S76","NPB_F12_2_F9_S40","NPB_F7_9_A12_S34","NPB_F13_6_F11_S56","NPB_F1_9_A3_S9","NPB_F13_3_C11_S53","NPB_F17_12_D6_S65","NPB_F13_8_H11_S58","NPB_F9_6_F5_S8","NPB_F15_6_F2_S80","NPB_F10_11_G7_S25","NPB_F18_4_H6_S69","NPB_F12_7_C10_S45","NPB_F14_8_D1_S70","NPB_F7_2_B11_S27","NPB_F2_12_H4_S24","NPB_F6_3_G9_S16","NPB_F9_10_B6_S12","NPB_F11_2_B8_S28","NPB_F13_4_D11_S54","NPB_F18_6_B7_S71","NPB_F2_6_B4_S18","NPB_F14_4_H12_S66","NPB_F2_11_G4_S23","NPB_F1_2_B2_S2","NPB_F14_10_F1_S72","NPB_F17_3_C5_S56","NPB_F7_11_C12_S36","NPB_F16_7_C4_S48","NPB_F9_2_B5_S4","NPB_F12_6_B10_S44","NPB_F5_3_C8_S4","NPB_F13_1_A11_S51","NPB_F6_11_G10_S24","NPB_F8_2_F12_S39","NPB_F16_3_G3_S89","NPB_F9_5_E5_S7","NPB_F15_8_H2_S82","NPB_F15_12_D3_S86","NPB_F6_7_C10_S20","NPB_F11_8_H8_S34","NPB_F4_7_C7_S43","NPB_F17_7_G5_S60","NPB_F14_6_B1_S68","NPB_F8_5_A4_S42","NPB_F13_12_D12_S62","NPB_F16_12_H4_S53","NPB_F8_10_F4_S47","NPB_F1_7_G2_S7","NPB_F9_7_G5_S9","NPB_F16_4_H3_S90","NPB_F8_11_G4_S1","NPB_F7_4_D11_S29","NPB_F12_12_H10_S50","NPB_F13_7_G11_S57","NPB_F17_2_B5_S55","NPB_F15_10_B3_S84","NPB_F12_10_F10_S48","NPB_F3_10_B6_S34","NPB_F2_4_H3_S16","NPB_F13_2_B11_S52","NPB_F14_3_G12_S65","NPB_F10_6_B7_S20","NPB_F2_9_E4_S21","NPB_F1_12_D3_S12","NPB_F16_5_A4_S91","NPB_F5_1_A8_S2","NPB_F15_5_E2_S79","NPB_F8_12_H4_S2","NPB_F8_6_B4_S43","NPB_F9_12_D6_S14","NPB_F15_11_C3_S85","NPB_F5_2_B8_S3","NPB_F10_3_G6_S17","NPB_F3_8_H5_S32","NPB_F4_11_G7_S47","NPB_F8_8_D4_S45","NPB_F8_3_G12_S40","NPB_F10_7_C7_S21","NPB_F5_10_B9_S11","NPB_F13_11_C12_S61","NPB_F5_9_A9_S10","NPB_F2_1_E3_S13","NPB_F4_2_F6_S38","NPB_F9_11_C6_S13","NPB_F5_4_D8_S5","NPB_F4_6_B7_S42","NPB_F8_1_E12_S38","NPB_F6_9_E10_S22","NPB_F11_1_A8_S27","NPB_F6_2_F9_S15","NPB_F3_1_A5_S25","NPB_F6_6_B10_S19","NPB_F4_12_H7_S1","NPB_F17_1_A5_S54","NPB_F1_3_C2_S3","NPB_F10_10_F7_S24","NPB_F12_4_H9_S42","NPB_F13_9_A12_S59","NPB_F12_8_D10_S46","NPB_F3_5_E5_S29","NPB_F17_10_B6_S63","NPB_F1_8_H2_S8","NPB_F2_8_D4_S20","NPB_F15_4_D2_S78","NPB_F1_4_D2_S4","NPB_F11_10_B9_S36","NPB_F6_12_H10_S25","NPB_F15_1_A2_S75","NPB_F2_7_C4_S19","NPB_F14_2_F12_S64","NPB_F2_10_F4_S22","NPB_F8_7_C4_S44","NPB_F1_10_B3_S10","NPB_F4_1_E6_S37","NPB_F17_9_A6_S62","NPB_F4_3_G6_S39","NPB_F16_6_B4_S92","NPB_F3_2_B5_S26","NPB_F18_9_E7_S74","NPB_F14_12_H1_S74","NPB_F11_12_D9_S38","NPB_F15_3_C2_S77","NPB_F10_9_E7_S23","NPB_F11_5_E8_S31","NPB_F13_5_E11_S55","NPB_F3_7_G5_S31","NPB_F18_11_G7_S76","NPB_F6_5_A10_S18","NPB_F17_11_C6_S64","NPB_F14_9_E1_S71","NPB_F15_7_G2_S81","NPB_F3_4_D5_S28","NPB_F12_1_E9_S39","NPB_F10_8_D7_S22","NPB_F12_11_G10_S49","NPB_F16_10_F4_S51","NPB_F16_2_F3_S88","NPB_F7_10_B12_S35","NPB_F7_1_A11_S26","NPB_F11_4_D8_S30","NPB_F9_1_A5_S3","NPB_F11_6_F8_S32","NPB_F2_3_G3_S15","NPB_F14_5_A1_S67","NPB_F6_10_F10_S23","NPB_F4_5_A7_S41","NPB_F18_7_C7_S72","NPB_F1_5_E2_S5","NPB_F18_8_D7_S73","NPB_F3_11_C6_S35","NPB_F1_1_A2_S1","NPB_F10_12_H7_S26","NPB_F7_6_F11_S31","NPB_F17_4_D5_S57","NPB_F14_1_E12_S63","NPB_F5_6_F8_S7","NPB_F11_11_C9_S37","NPB_F3_6_F5_S30","NPB_F14_11_G1_S73","NPB_F4_8_D7_S44","NPB_F10_1_E6_S15","NPB_F2_2_F3_S14","NPB_F17_8_H5_S61","NPB_F16_8_D4_S49","NPB_F12_5_A10_S43","NPB_F7_7_G11_S32","NPB_F11_9_A9_S35","NPB_F5_7_G8_S8","NPB_F4_9_E7_S45","NPB_F12_3_G9_S41","NPB_F8_9_E4_S46","NPB_F4_4_H6_S40","NPB_F18_10_F7_S75","NPB_F18_3_G6_S68","NPB_F17_5_E5_S58","NPB_F9_9_A6_S11","NPB_F1_6_F2_S6","NPB_F10_5_A7_S19","NPB_F6_8_D10_S21","NPB_F8_4_H12_S41","NPB_F6_4_H9_S17","NPB_F16_9_E4_S50","NPB_F16_11_G4_S52","NPB_F3_12_D6_S36","NPB_F5_5_E8_S6","NPB_F15_9_A3_S83","NPB_F5_12_D9_S13","NPB_F12_9_E10_S47","NPB_F3_3_C5_S27","NPB_F6_1_E9_S14","NPB_F18_5_A7_S70","NPB_F14_7_C1_S69","NPB_F9_3_C5_S5","NPB_F4_10_F7_S46","NPB_F3_9_A6_S33","NPB_F11_3_C8_S29","NPB_F10_2_F6_S16","NPB_F7_3_C11_S28","NPB_F18_12_H7_S77","NPB_F2_5_A4_S17","NPB_F7_12_D12_S37","NPB_F5_8_H8_S9","NPB_F11_7_G8_S33","NPB_F13_10_B12_S60","NPB_F9_8_H5_S10","NPB_F18_2_F6_S67","NPB_F1_11_C3_S11","NPB_F7_8_H11_S33","NPB_F17_6_F5_S59","NPB_F9_4_D5_S6","NPB_F5_11_C9_S12","NPB_F16_1_E3_S87","NPB_F7_5_E11_S30","NPB_F10_4_H6_S18"
"MEFA",106.703436571913,923.217944570258,306.406433541158,239.165028550033,124.438863600691,138.645456277386,133.302151543499,385.948026948989,93.3067375886525,565.712991620744,214.877411463835,149.560017667244,264.682349175868,124.087918995981,365.81442600745,190.758293838863,179.769865654558,149.323214145998,501.613177109866,131.772632663133,106.323269813968,122.147935901518,343.371467025572,240.082455336693,307.916621665407,200.48200030125,199.445579223811,185.276340077455,155.489541792138,227.499702770182,227.62129203606,675.538031871201,123.573396300669,109.122401847575,222.741984423991,0,39.5588719411829,417.064439140811,432.416327341345,259.396820680434,172.907811812985,275.734321249008,257.023463308581,54.9890350877193,116.881100266193,91.2475003845562,119.060415415257,588.396867228388,177.499489552848,422.649773189426,205.157703000671,145.907583599343,149.69298601531,151.214656983817,287.773968409453,335.938887901936,326.937984496124,212.444813403268,164.564180943039,117.744119140294,176.90743890802,139.762157070529,103.745655811559,167.038275733928,141.019821455591,389.591836734694,555.729065000976,127.470000718546,108.917997487888,82.1229808605945,358.08054587258,488.520149001016,366.371851567006,57.7021352234097,127.336143002471,312.335105735276,170.053645516768,533.673990802248,467.544033247576,150.607145977112,56.3078743994987,99.1685707032242,94.4616771388425,109.91621033186,165.110210808213,152.981311183625,108.569308767157,202.768885605625,645.656816146587,141.045140184234,345.025731695766,299.095022624434,180.91115451618,195.833079004659,151.874435411021,20.0740740740741,697.161453625023,151.41163761642,188.59952902064,113.582035494386,182.293612252521,305.464698843239,8267.29015125274,497.107882701103,199.606537530266,202.595747535046,418.984056358917,152.867367676946,162.455906187434,240.858535133728,252.681388012618,93.2806114325142,135.267751828261,369.767279334684,567.004805125467,640.976847446876,836.466599892133,161.140488780906,40.1685931413245,430.375327320338,554.804170188786,110.625344084977,159.676312271955,483.238834178852,160.190183391127,117.132705082651,179.213857428381,219.107996885775,173.154543008342,110.970996216898,346.029817264102,615.52247036118,118.364030335861,378.083491461101,656.767889644602,111.798042246265,237.726313451072,140.77773813771,24.8192633915865,142.293245049978,238.713816053244,178.198608137045,153.651250866805,97.5780263395273,99.6319527240682,130.451600425491,153.244138468533,208.122936492523,119.441716930846,207.946909535181,299.189976457444,183.223787167449,613.743651030774,108.183376178235,139.816442101152,41.7637736552624,543.710230053842,149.26671638081,164.767407339743,328.005115089514,154.309959803484,136.331514826017,216.323446060835,351.911794456808,81.0599478714162,492.386173290696,125.719857399677,179.253268127528,165.044505448798,93.1208499335989,211.806873286949,244.852900590605,144.207905558508,167.241326701858,74.5365498259532,70.480404551201,53.802836013298,114.24132337149,65.7672000322438,222.870627252145,121.153846153846,95.3271028037383,122.792107013525,139.032314207809,690.13541144246,249.096513605442,68.115452002582,153.994286998106,83.4590532578065,306.481142438667,355.825334086204,155.42741603325,78.4787005023159,164.043852906671,406.576356149669,194.991055456172,576.96003074558,538.712348618155,0,231.955922865014,25.7731958762887,121.162846037915,96.8048744241343,69.5786730372462,202.063395099437,110.324334576721,143.787266122953,32.0479520479521,148.708067783212,166.18119916777,39.0151661328291,123.478199320498,137.040614039547,32.5877282987893,113.178078371217,182.44164252854
"MEFB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5027808676307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MEFE",38.8811443117765,147.740752722959,83.6420589741273,80.3145183937096,48.9405116936117,47.5804915221947,70.3928905519177,134.103304459416,56.3682033096927,160.187212198988,32.1621170845611,33.6696904834709,83.1813090094415,48.6293527311915,146.291906535726,51.573196419168,46.6895596120248,64.6663015413504,198.335880455086,48.9453468660816,51.2832118770651,48.6398528423361,77.8095558546433,61.2001832340815,83.594340641538,58.2417030677311,99.8686898161657,44.7356038944587,43.379181248474,78.7659017952681,75.3375977256574,130.524067685231,37.3263100535828,33.1986143187067,69.9150399514514,166.666666666667,20.9590694612093,172.881861575179,77.46548813189,58.2875253800822,48.4757438077092,99.270404112955,87.7827032216167,21.875,44.0328305235138,27.1035225349946,39.4865796212576,56.2339927990795,100.319880215068,95.2604411074613,68.6894832710191,39.978925837543,47.5533555140794,60.4932355218048,65.8442512550508,178.628530822526,37.2093023255814,50.0735821289763,35.7916828250108,42.6468099509223,39.5386466414969,74.4927194944857,52.9883725919252,49.08955778521,72.7795430473597,119.659863945578,64.6756457804672,57.4117985197959,39.8050122614989,29.048459345731,135.429800489505,88.4524212665086,71.7650451836185,20.3079520963406,98.793779973841,40.4270000405894,41.0401416453054,137.148696985181,220.858895705521,48.9211147025421,29.8336002227947,35.3833460269104,24.7620562581192,25.8296496668206,52.2900501270343,64.7582319786413,32.614071967355,81.0418889709705,245.367500172212,57.1067810715413,92.0342247340006,70.5316742081448,87.2089954072744,81.7310626869316,54.5392953929539,29.9259259259259,300.036159826433,47.5898513912003,28.9513783072448,57.4791742122419,44.8262980948823,58.3167132030315,113.381826578917,126.446058649448,64.0133171912833,53.0216647662486,233.407489803485,46.5671114252894,39.3745828963676,38.9465461444035,65.1945320715037,44.4774693487607,41.8023118660061,111.677964917185,152.696209289909,179.511576276562,94.036520533169,48.9138202086609,20.7229069544671,89.9039860343323,32.1217244294167,22.8958191651284,28.5033055164192,167.512185417288,52.1216887713152,32.9677120346053,74.5502998001332,37.8155933711489,23.8137949591892,37.6418663303909,65.1493199981306,207.609594706369,33.3152762730228,113.377609108159,174.154612510777,55.5269334249241,61.9238031767189,30.6457367106671,85.5581488017305,63.3475520468581,54.8873386256114,76.5190042826552,43.5002933802742,34.142161284503,29.2882691410502,43.1292911710666,60.6286939014094,65.2068362788891,65.3668116145322,23.2131948686622,39.0646821754918,44.1940532081377,218.464296384822,35.2858366997184,63.6203866432337,23.585345390137,88.3994126284875,45.1466567238379,66.9117814976364,80.8366824990866,61.5006699419384,77.1405150238856,68.5001754338614,45.4177624924135,232.927888792354,66.1641541038526,33.3952893141168,104.344963791968,41.0531569752932,30.0132802124834,118.363904701666,85.7757906938235,42.6049738439589,64.3822658896042,26.0867805391403,14.1171512852929,37.9265893208494,31.2335778097653,20.2329611865705,71.0481839344367,60.5600539811066,22.4299065420561,48.6660261621462,47.1369727910889,81.3240229929401,52.827380952381,19.0575723111917,98.661616972109,20.0392815462127,80.0073233247895,125.823451910408,56.2773804620511,81.3816948267989,52.7933977911728,87.4261502655607,62.7433442070925,146.617986164489,169.858192733671,0,158.347107438017,0,81.0264138970413,32.5754198246396,23.9982625692258,46.6639516731148,39.7989504963014,46.9467479953396,25.5744255744256,29.8404229040067,64.1195384906374,16.9413035927913,48.095979614949,33.319778376455,232.382515903961,61.9160507600056,104.276708127449
"MERC",0,0,1.1746634137526,0,0,1.00019051247857,0,2.72698107154315,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97145282818635,0,0,0,0,0,0,0,0,2.16960311225826,3.36783308690652,0,0,0,0,1.4265335235378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57594599395985,0,0,0,0,0,0,0,0,0,0,8.32845338018088,0,0,0,4.07921085811763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0571743473169,0,0,0,0,0,0,0,0,0,0,0,0,7.17989629038692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97969218979501,0,12.5857048933972,0,0,0,0,0,0,0,0,0,4.67355236715427,0,1.55742145178765,0,0,0,0,1.8194791295041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.728908362077,0,0,0,6.85056631348191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63927790820044,0,22.6609675011873,0,0,0,0,0,0,0,0,6.21811224489796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31868131868132,0,0,0,0,0,0,0,0
"MERE",0,0,0,0,0,0,0.374181478016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.424493261169479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16921768707483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23450016460002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.780792504391958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75539023214163,0,0,0,0,0,0,0,0.63279696257458,0,0,0,0,5.66414040686079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702471422185325,0,0,0,0,0,0,0,0,0,0,0,0.887974949759312,0,0,0,0,0,0,0.570816981805209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64888564121301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.610624872786485,0,0,0,0,0,0,0,0,2.65731292517007,0,0,0,0,0,0,0,0,0,0,2.01767870868563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MERT",0.545487605309413,0,0.421674045962471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13198202978528,0,0,0,0,0,0,0,0,2.31923091310365,0,0,0,0,0,0.548666739822232,0,0,0,0,0,0,0,0,0,0,0.185590735310493,0,0,0,0,0,0,0,0,0.613695090439277,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18920121634651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5796652200868,0,0,0,0,0,0,0,1.98879045380582,0,0,0,0,4.78659752692461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31930519190242,0,0,0,0,0,0,0,0,0,0,0,0.887974949759312,0,0,0,0,0,0,0.731359257937924,0,0,0,0,0,0,0,0,0,0,0.561088511712723,0,0.79805275128686,0,0,0,0,0,0,0,0,5.1150895140665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364283979600097,0,0.610624872786485,0,0,0,0,0,0,0.609154725300226,0,4.25170068027211,0,0.353050678820169,0,0,0,0,0,0,0,0,3.93927747886241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MGTA",63.9432692890478,14.5583953413135,0,7.48853318356267,0,0,0,29.1947385306384,0,0,0,0,69.1630660905745,0,0,0,0,0,13.8393615214807,0,0,34.5608263468817,32.9744279946164,0,34.6689707311805,0,0,51.8657931883166,0,26.7506836285816,0,0,0,0,0,0,41.6163722155163,19.6151551312649,0,0,0,0,0,0,0,0,0,40.8670799153706,0,0,0,35.7640933461431,0,0,0,0,44.4444444444444,0,0,0,0,0,0,0,0,0,24.4648318042813,0,0,0,24.623600089001,0,0,0,0,0,0,12.8768523249872,0,0,0,0,0,0,0,0,0,0,22.7319694151684,0,0,0,0,0,0,33,20.701500632797,0,0,0,0,21.140805743917,31.9824500635031,21.3882163034705,13.1658595641647,0,22.1542454579162,0,0,0,0,0,0,0,8.54244527495996,15.8579130986362,43.8400493104245,0,33.4312535921834,0,0,0,0,0,0,0,0,0,26.1458426764732,0,35.3787914193579,17.921146953405,19.8401950162514,28.3444022770398,0,0,0,55.1373528362469,25.9577617123015,0,0,0,0,0,0,0,0,0,31.4209566559125,0,34.1566577550776,0,0,0,0,32.348280041018,13.3137542829173,0,0,22.9265619291195,0,0,0,18.4098725470362,20.3301476976542,0,0,0,0,0,0,0,0,0,58.5485307212823,22.3345975558365,40.1655471877332,0,71.097497077909,0,0,0,0,62.9749956488948,31.055900621118,37.202380952381,0,0,0,17.2098132552179,31.150009410879,0,41.0007175941027,0,0,0,10.6648731744812,0,0,7.27272727272727,0,26.3345760291901,0,0,0,0,0,33.5664335664336,0,0,51.3641801412418,0,0,38.3747178329571,0,0
"ACI",8.69749681798897,88.1052518063194,47.2274931477967,34.7280726387719,29.2575733793753,38.4835206706039,63.6576239476146,6.25601539942252,13.8519503546099,19.5515965879067,54.2336131650637,30.0682906941188,4.06465034405505,8.12734334657956,28.7842871655943,18.4307530279094,165.009940357853,26.3672639073625,131.516386483274,22.1230392893161,48.5221563391119,22.6750150341363,54.6769851951548,53.2753092075126,9.18025704719732,23.346889591806,85.7893201050481,0,18.4748107756165,5.29069076209725,10.4739460591778,38.4425825529818,19.2232010413829,34.7863741339492,29.4073025184586,0,18.6272358169648,39.6032219570406,87.7942198828086,95.2310206507205,27.4805803898578,15.0077495936189,30.8608860151904,2.19298245614035,18.1011535048802,13.5056145208429,27.9156523663495,4.15723247095505,27.9725039134282,159.862349444705,30.9653916211293,8.36768215204388,16.8249073548108,26.3943672355955,40.5289580017142,83.496180493871,6.91214470284238,14.1881438436285,9.01065310126149,52.3777288881367,19.9975106833174,53.141803053495,16.3041146436693,7.91527313266444,20.7293085186866,23.7414965986395,8.32845338018088,11.9278580153769,29.1584424905796,23.5102484050495,21.4343988726545,37.8259397223163,68.4003076331475,24.2406736729842,17.8753088213922,90.6360352315623,9.75132792473772,110.475217169136,83.3168414803087,10.7742931190123,23.2716006405347,25.006346788525,8.19215779845701,31.7015240482945,22.3854974936483,21.2399881340848,13.6329912204773,12.6952857807327,232.348281325343,13.8318937067753,34.8246140245635,13.5746606334842,31.7267592250435,12.0653522960793,42.7582053598314,8.81481481481481,28.385463749774,8.08735511371931,21.7481645657293,20.9706628033321,20.7944216162371,35.6601515755884,7.96674748874264,92.6150121065375,60.8353510895884,14.0519149507009,51.7241379310345,31.1920120173191,9.56557663584072,25.5923818026262,128.180862250263,10.0843904251367,62.0429346543996,38.4373471241876,118.526428190069,80.4524791204144,7.16542106479698,35.6224096041161,10.7286544479213,27.8149549025313,18.0332488024796,44.3991061886719,2.67331382536758,99.9701581617428,27.955528545383,46.748030279623,42.9713524317122,22.1888555221889,7.22037850928334,23.8965952080706,8.59933635556387,24.9517507582024,54.9837486457205,97.6043643263757,126.01781779864,18.1750529509417,29.9622348106187,1.23082411701748,19.6390960323334,40.1095053161011,44.9442707080427,49.1836188436831,59.5295247239558,16.1690420349991,3.52495982582551,56.087419011701,25.5244528154835,4.73392891823655,2.24435404685089,42.5945465652246,16.2403734886876,9.45226917057903,12.4290409321781,26.0741828865222,3.35871900019527,17.8987601379696,24.9632892804699,5.00248570718369,51.7709927150654,42.7475337961271,53.4167038856632,14.6705486615598,18.0831826401447,142.221323083148,18.9400521285838,14.2378559463987,20.4759438130351,9.12254302642716,11.6046917893686,12.5365205843294,33.9447606999789,67.1192802340343,7.18941449632137,66.274067067403,4.95830972233466,24.1255794353139,0,15.5139717138483,11.0938696545887,13.3932842246245,38.9001349527665,19.1588785046729,14.7439213657527,10.036549283518,6.82844026079241,38.796768707483,8.29926536132542,11.8432454986038,22.9427001793288,5.95020139143171,44.3252399774139,32.5757292095705,0.945919498988845,71.6048383834298,106.40329414573,19.7832263495738,23.347425057648,93.9861298002277,0,79.6694214876033,0,30.7765527088126,48.6847971466785,13.3293517211424,58.2705491074459,11.7278877157489,17.7506682201357,4.67532467532468,47.379082061163,7.14961225647815,6.8691390421796,21.5529445073613,16.1642860773649,7.55181612969423,4.4624180727932,25.7284034758903
"ACR3",0,0,0,0,0,0,0,0,0,0,0,0,0.608097295567291,0,0,0,0,0,0,0,0,0.389118822738689,0,0,0,0,0,2.24401896557964,0,1.24836523600048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18778070598716,0,0,0,0,0,0,0,0,1.55038759689922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92643108080182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81061715078203,0,0.31930519190242,0,0,0,0,0,0,0,0,0,0,0,1.82268542319017,0,0,0,0,0,0,1.35569033178737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44662707476778,0,0,0,0,0,0,0,0,0.68809196146685,0,0,0,0,0,0,0,0,0,1.11878399753096,0,0,0,0,0,0,0,0.684976188922956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNTH",25.1833444451179,3.55871886120996,0,2.43377328465787,0,0,0,13.153673403914,0,0,0,0,32.3571771483437,0,2.37047070775483,0,2.10856075667209,0,3.3112582781457,0,0,15.494004032686,7.31830417227456,0,8.53223890268928,0,0,20.9924354844547,0,11.4730709784806,0,3.36783308690652,0,0,0,0,16.1582354877647,7.01073985680191,0,0,0,0,0,0,0,0,0,16.3319847073234,0,0,1.00661489790049,13.5432485201599,0,0,0,6.12897495114585,18.7984496124031,0,0,0,0,0,0,0,0,0,9.10924588457284,0,0,0,6.30423496254543,0,0,0,0,0,0,8.27797649463465,0,0,0,0,0,0,0,0,0,0,5.16635668526555,0,0,0,0,0,0,17.1481481481481,7.8647622491412,0,0,0,0,9.57319505384922,5.8884655351576,8.54183481302125,0,0,6.11790878754171,0,0,0,0,0,0,2.23635474177091,5.60597971169247,5.18025161222117,16.6422682795285,0,13.18730442557,0,0,0,0,0,0,0,3.06462358427715,0,13.8128980177594,0,14.3945412908352,0,7.85482123510292,11.3851992409867,0,0,0,22.3688904744916,9.10798656571982,0,0,0,0,0,0,0,0,0,8.62673586758311,0,12.569330832768,0,2.15118016133851,0,0,12.2121748858022,7.9295154185022,0,0,8.49470222871757,0,0,0,7.58648593971273,5.3866203301477,0,0,0,0,0,0,0,0,0,21.1284708168056,7.47998314369996,9.70215075649637,0,30.006851799605,0,0,0,0,20.5952311887219,13.0781991435516,13.9774659863946,0,0,0,6.59099231050897,8.46979107848673,0,18.4291212734034,0,2.02900280479799,0,0,0,0,3.96694214876033,0,9.12191639565321,0,0,0,0,0,14.5054945054945,0,0,22.9228572531162,0,0,16.2528216704289,0,0
